,n_heads,d_model,n_layers,attention_dir,act_fn,batch_size,lr,weight_decay,frac,attn_coeff,runid,diff_vocab,eqn_sign,save_embeddings,dist_irr,grad_sym,circ
0,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.02970471945841391,B_0.030,0,0,False,0.4115397282969913,0.9939036083221435,0.9988560522834797
1,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.98,B_0.980000,0,0,False,0.8326413357528153,0.4422445639548823,0.9965492138972797
2,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.11540458186356384,B_0.115,0,0,False,0.8430270745982633,0.9931551587581634,0.9986545093052004
3,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2920309459639885,B_0.292,0,0,False,0.37436648240604653,0.9909710121154786,0.9923870328044812
4,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.54,B_0.540000,0,0,False,0.4499632158311854,0.9912086790800094,0.5826781227571194
5,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2718258965190906,B_0.272,0,0,False,0.17481911508152195,0.9928465276956558,0.9904928142075659
6,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.14148991679865353,B_0.141,0,0,False,0.5426964858390895,0.9921848702430726,0.9087724219524688
7,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.0542640752764697,B_0.054,0,0,False,0.1257460607365505,0.9934172910451889,0.9961815491691213
8,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.65,B_0.650000,0,0,False,0.4311680103888967,0.9168279880285263,0.9808640913268843
9,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2877214713024753,B_0.288,0,0,False,0.20193062432671374,0.9913872843980789,0.9986423522177408
10,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.33460984716158304,B_0.335,0,0,False,0.16275524247518786,0.9933599799871444,0.9997352352654374
11,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.04806136762140334,B_0.048,0,0,False,0.2580209377295829,0.9942601329088211,0.9977927807857304
12,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.18070697297872684,B_0.181,0,0,False,0.21428800360138,0.9895184934139252,0.9938540521635854
13,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.52,B_0.520000,0,0,False,0.22701936656397206,0.9924922943115234,0.9931889583764775
14,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.1257995218952872,B_0.126,0,0,False,0.4006084413435319,0.9932212924957275,0.8484978197565891
15,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.8,B_0.800000,0,0,False,0.6082258983809073,0.6719699266180396,0.9954758104868191
16,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.15752750038599783,B_0.158,0,0,False,0.4634041702091636,0.9925922745466232,0.9953610908828433
17,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.07582772968628215,B_0.076,0,0,False,0.44325693426785084,0.9924877297878265,0.5922679330721633
18,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2069922853153925,B_0.207,0,0,False,0.18089709688861105,0.9901378870010376,0.9984423070726618
19,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.25238807769381155,B_0.252,0,0,False,0.545992898685674,0.9901469749212265,0.932133986175231
20,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.18840646989819954,B_0.188,0,0,False,0.5174180456720042,0.99061647772789,0.9379144580372499
21,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.59,B_0.590000,0,0,False,0.4976820761101948,0.8928655800223351,0.9983287828579115
22,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2819402345870605,B_0.282,0,0,False,0.13459908316918118,0.9924418425559998,0.996260421103334
23,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.93,B_0.930000,0,0,False,0.5960933112570825,0.587753780502826,0.9285873675985986
24,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.62,B_0.620000,0,0,False,0.4318220039484874,0.8875396537780762,0.9940102282634313
25,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.16379569927461524,B_0.164,0,0,False,0.5406158994218863,0.9910322743654251,0.8938821670717383
26,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.58,B_0.580000,0,0,False,0.5182334455685877,0.9302948045730591,0.9350667138235418
27,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.75,B_0.750000,0,0,False,0.712504867281008,0.5153590633999556,0.9967093120086418
28,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.27557469461279727,B_0.276,0,0,False,0.6735038807186801,0.9929440248012543,0.9646324520296435
29,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.11733614071230747,B_0.117,0,0,False,0.16170847662342425,0.993254531621933,0.9990126264760617
30,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.79,B_0.790000,0,0,False,0.6130390595915622,0.7546916700899601,0.9932110075153344
31,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.86,B_0.860000,0,0,False,0.7240185863215112,0.4201446709409356,0.9977684428958603
32,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.66,B_0.660000,0,0,False,0.5946259279500606,0.8181797897815705,0.9971818370000987
33,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.14039893900477374,B_0.140,0,0,False,0.48023240992388727,0.9902239805459976,0.9940370653034332
34,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.78,B_0.780000,0,0,False,0.6701816948789757,0.6205495683848858,0.9532998650895352
35,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.53,B_0.530000,0,0,False,0.22852660526059082,0.9939921742677689,0.8488508303101373
36,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.72,B_0.720000,0,0,False,0.6645027287384608,0.6213582473620772,0.9851205223318653
37,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2932767280891212,B_0.293,0,0,False,0.15517045688411316,0.9931932866573334,0.9993910945305328
38,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.07981989018574787,B_0.080,0,0,False,0.1291226650480801,0.9954159605503082,0.9682908990354006
39,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.46,B_0.460000,0,0,False,0.2642588030205581,0.9934170991182327,0.9882219751578971
40,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.63,B_0.630000,0,0,False,0.47468348434508895,0.9678724122047424,0.9947954167303126
41,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.23693306840812856,B_0.237,0,0,False,0.15734328904282813,0.9932688826322555,0.8985957829981698
42,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.45,B_0.450000,0,0,False,0.2445884086273905,0.9944578421115875,0.9681277163429477
43,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.1770189270489334,B_0.177,0,0,False,0.6021036996527024,0.9916562765836716,0.7192088778024858
44,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.51,B_0.510000,0,0,False,0.27742668747650684,0.99207444190979,0.9873534033721869
45,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.22418700578291695,B_0.224,0,0,False,0.336504520640232,0.9903453022241593,0.9922608071877639
46,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.37803182234258037,B_0.378,0,0,False,0.19469190407494846,0.9932569587230682,0.9956051965101933
47,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.67,B_0.670000,0,0,False,0.5758745319727846,0.8298886340484023,0.949147337249405
48,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.20516666664862482,B_0.205,0,0,False,0.46404363383672076,0.9915349727869034,0.9944400455205155
49,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.85,B_0.850000,0,0,False,0.7065675104312069,0.6074133893102407,0.9613390590887279
50,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.11892718981751205,B_0.119,0,0,False,0.30143610325645853,0.992359926700592,0.9928284383492624
51,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.91,B_0.910000,0,0,False,0.7616196433118351,0.5170255899243057,0.9500342536407733
52,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.74,B_0.740000,0,0,False,0.6066580767569925,0.7152346646785737,0.9704653438595566
53,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.96,B_0.960000,0,0,False,0.7053569213084248,0.5408211510721594,0.9488587088007681
54,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.56,B_0.560000,0,0,False,0.7781539843286492,0.904632363319397,0.910122865288544
55,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.18267558179606658,B_0.183,0,0,False,0.16112994720782717,0.9934973037242889,0.9995066874242695
56,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.03712196338932938,B_0.037,0,0,False,0.30011966609849494,0.9932595640420914,0.909808341433511
57,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3718376416625139,B_0.372,0,0,False,0.4089403320789038,0.990566126704216,0.9490919907060956
58,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.84,B_0.840000,0,0,False,0.7637042669887916,0.6893697674130089,0.8376104705582799
59,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.97,B_0.970000,0,0,False,0.9892825430865048,0.19801096251234412,0.9943091544612621
60,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.09127416099753927,B_0.091,0,0,False,0.47049721415836565,0.9910609000921249,0.9246122265125387
61,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.6,B_0.600000,0,0,False,0.7360795494781099,0.925714995265007,0.9981330883217931
62,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.26573007618463285,B_0.266,0,0,False,0.3823540773956915,0.9923088669776916,0.997250129575509
63,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.39717001942844654,B_0.397,0,0,False,0.21012434919771394,0.9919785058498383,0.9964871703428354
64,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.87,B_0.870000,0,0,False,0.7516900769721092,0.3892299030348659,0.9933082694148602
65,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.1560488817024286,B_0.156,0,0,False,0.4178719925683665,0.9924190485477448,0.987503396014206
66,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3392843867652634,B_0.339,0,0,False,0.15952752180877197,0.9944221132993698,0.9992931586278004
67,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.07846435583088462,B_0.078,0,0,False,0.27575315904227515,0.9931458288431168,0.9940546084197466
68,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.09964089278115995,B_0.100,0,0,False,0.14355632898719015,0.9934038919210434,0.9994517459340456
69,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3404411906180772,B_0.340,0,0,False,0.15015230751566344,0.9926420772075653,0.9996726733690827
70,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.44,B_0.440000,0,0,False,0.6163863614240632,0.9926458823680878,0.9716587370489314
71,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.05329539925996918,B_0.053,0,0,False,0.5639436476482171,0.9936586660146713,0.9893641556434747
72,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.18029397116487345,B_0.180,0,0,False,0.15242293048605043,0.9936528491973877,0.9401089101484954
73,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.55,B_0.550000,0,0,False,0.5149978793764897,0.9930367004871369,0.707531242433144
74,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.57,B_0.570000,0,0,False,0.29225181248723797,0.9775516247749328,0.9969895862568641
75,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.61,B_0.610000,0,0,False,0.3267430736018628,0.9919010555744171,0.798955983608973
76,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.73,B_0.730000,0,0,False,0.4738615382111012,0.7804110366106033,0.9785779965794216
77,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3341176624172064,B_0.334,0,0,False,0.23012118500094095,0.9924838185310364,0.9990420100085553
78,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.42,B_0.420000,0,0,False,0.33730290788104755,0.9905887520313263,0.992101921033687
79,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.82,B_0.820000,0,0,False,0.8478039584326401,0.6076683120499365,0.9893561935811113
80,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.68,B_0.680000,0,0,False,0.38494317458199584,0.9176117479801178,0.9221088605615025
81,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3089803834107938,B_0.309,0,0,False,0.5787049248738881,0.9901758003234863,0.7777847545065099
82,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2675824860806497,B_0.268,0,0,False,0.15970709430754434,0.9928917479515076,0.9995592643991416
83,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.08971155159643529,B_0.090,0,0,False,0.18308011492893683,0.9938782984018326,0.9993497094095196
84,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.21680096779464308,B_0.217,0,0,False,0.13417553487841083,0.9929596376419068,0.9995762059457195
85,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.92,B_0.920000,0,0,False,0.6632650658210155,0.664027188308537,0.9663629591854365
86,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2099581999071799,B_0.210,0,0,False,0.1499388025808121,0.9926033717393875,0.9965432316907495
87,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.09200549962148197,B_0.092,0,0,False,0.45924388812767064,0.993232194185257,0.8268723033212324
88,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2410738323275855,B_0.241,0,0,False,0.2246100410238476,0.9898311322927476,0.9968527831713545
89,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.2848339349418618,B_0.285,0,0,False,0.49618092726564034,0.9933353185653686,0.996652622925721
90,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3755499514715799,B_0.376,0,0,False,0.4415367472557834,0.990526848435402,0.9859547674618492
91,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.99,B_0.990000,0,0,False,0.8872094241651068,0.3081941386713879,0.9879169148677095
92,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.7,B_0.700000,0,0,False,0.5741828128724462,0.7411077010631562,0.9968381430389487
93,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.76,B_0.760000,0,0,False,0.6150796700815845,0.6083624161966145,0.9969915074823708
94,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.81,B_0.810000,0,0,False,0.6808226727059609,0.6572607872262597,0.9856111345069357
95,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.48,B_0.480000,0,0,False,0.5290879018871545,0.9927913761138916,0.8669864246634444
96,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.43,B_0.430000,0,0,False,0.28368187087025837,0.9923429626226425,0.9985417130237675
97,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3493288458418128,B_0.349,0,0,False,0.5711461091153841,0.9937204623222351,0.7574310442798284
98,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.36126688717447264,B_0.361,0,0,False,0.21946129124321234,0.993905473947525,0.880500379742142
99,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.38937240786064076,B_0.389,0,0,False,0.13263141865251876,0.9918486261367798,0.9487134589487392
100,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.31266389762589575,B_0.313,0,0,False,0.3869862628370672,0.9914611858129502,0.9951047149763517
101,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.64,B_0.640000,0,0,False,0.555191081817386,0.9915448796749115,0.7448813269537886
102,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.41,B_0.410000,0,0,False,0.21160052787201644,0.9919582122564315,0.7151725246596325
103,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.1271100752251737,B_0.127,0,0,False,0.23623456456799605,0.9906942868232727,0.9689654749589613
104,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.11775148154700299,B_0.118,0,0,False,0.5127512833822334,0.9924232375621795,0.9508371225305007
105,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.95,B_0.950000,0,0,False,0.7329800920595093,0.4856651008175686,0.9988450164358436
106,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.9,B_0.900000,0,0,False,0.7330668359061178,0.49282562726642937,0.9390094234336671
107,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.03433178819535154,B_0.034,0,0,False,0.430712857335526,0.9923516571521759,0.9962316902874255
108,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.47,B_0.470000,0,0,False,0.5716420151982411,0.9922915548086166,0.8098890797118459
109,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.94,B_0.940000,0,0,False,0.8222102438515579,0.4123278141906485,0.9289696552821433
110,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3695627732630531,B_0.370,0,0,False,0.3455199700242292,0.9918911814689636,0.9213882757177452
111,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.18973022679262752,B_0.190,0,0,False,0.21032867153822482,0.9902200210094452,0.9972990039750597
112,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.14249500110462943,B_0.142,0,0,False,0.16127023859570083,0.9934216946363449,0.9991408067612225
113,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.89,B_0.890000,0,0,False,0.775968502081962,0.6033104395493865,0.989798124586553
114,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.5,B_0.500000,0,0,False,0.43474739637312293,0.9935507583618164,0.9519502989549996
115,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.13880935024247443,B_0.139,0,0,False,0.08617079221052588,0.995564050078392,0.9921335499451851
116,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.35865086808839985,B_0.359,0,0,False,0.1792133524912281,0.9915953558683396,0.999499216538846
117,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.88,B_0.880000,0,0,False,0.6984032967906969,0.5373975176550448,0.9901029703488216
118,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.71,B_0.710000,0,0,False,0.7261863516779883,0.6698680930963019,0.9918824731381268
119,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.058534663477421534,B_0.059,0,0,False,0.4547988055200441,0.9905620855093002,0.9934970077140555
120,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.49,B_0.490000,0,0,False,0.6679394828106849,0.9934288537502289,0.9090833045219971
121,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.3012100677979125,B_0.301,0,0,False,0.4237752014238344,0.9923080664873123,0.9980786842796979
122,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.04286161335688943,B_0.043,0,0,False,0.13347428458598126,0.9931512862443924,0.9974532655646827
123,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.77,B_0.770000,0,0,False,0.5575915364149552,0.577454904653132,0.997292470176252
124,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.83,B_0.830000,0,0,False,0.8375819501416237,0.5454718990623951,0.7572744525185384
125,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.69,B_0.690000,0,0,False,0.3998783668059052,0.9635522109270096,0.8481054104677372
126,4,128,1,casual,ReLU,3481,0.001,2.0,0.8,0.17910482204380385,B_0.179,0,0,False,0.2289285852106005,0.9931931835412979,0.9988302288905562
